Name,Authentic Player Name Search,Face Pic,Player ID,Club,Nationality,Birth Date,Age,Wage USD,Wage EUR,Wage GBP,Primary,Secondary,Tertiary,Overall
Kökçü,Ozan Can Kökçü,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239012.png,239012,HJK Helsinki,Azerbaijan,1998-08-18,25,5500,5000,4300,CAM,CM,LW,64
Albanese,Alessandro Albanese,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257398.png,257398,HJK Helsinki,Belgium,2000-01-12,24,6300,5800,4900,LM,RM,CAM,66
Bandé,Hassane Bandé,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239718.png,239718,HJK Helsinki,Burkina Faso,1998-10-30,25,7500,6900,5900,ST,LW,,66
Plange,Luke Plange,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p265793.png,265793,HJK Helsinki,England,2002-11-04,21,3700,3400,2900,ST,RW,,62
Lyons-Foster,Brooklyn Lyons-Foster,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243848.png,243848,HJK Helsinki,England,2000-12-01,23,3100,2800,2400,CB,RB,,58
Palumets,Kevor Palumets,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271719.png,271719,HJK Helsinki,Estonia,2002-11-21,21,2900,2700,2300,CM,CDM,CAM,60
Möller,Liam Möller,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275331.png,275331,HJK Helsinki,Finland,2004-12-21,19,2000,1900,1600,CAM,RW,,54
Ezeh,David Ezeh,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275184.png,275184,HJK Helsinki,Finland,2006-02-13,18,1600,1400,1200,ST,,,53
Pallas,Noah Pallas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274923.png,274923,HJK Helsinki,Finland,2001-02-09,23,3300,3000,2600,LB,,,61
Öst,Jesse Öst,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272646.png,272646,HJK Helsinki,Finland,1990-10-23,33,3800,3500,2900,GK,,,63
Ylitolva,Miska Ylitolva,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p266676.png,266676,HJK Helsinki,Finland,2004-05-23,20,2600,2300,2000,RB,RM,,56
Meriluoto,Kai Meriluoto,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258032.png,258032,HJK Helsinki,Finland,2003-01-02,21,3700,3400,2900,ST,,,62
Hostikka,Santeri Hostikka,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247286.png,247286,HJK Helsinki,Finland,1997-09-30,26,6200,5700,4800,LW,RW,CAM,64
Kouassivi-Benissan,Kevin Kouassivi-Benissan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242149.png,242149,HJK Helsinki,Finland,1999-01-25,25,3400,3100,2700,RB,RM,,60
Halme,Aapo Halme,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234290.png,234290,HJK Helsinki,Finland,1998-05-22,26,5800,5300,4500,CB,CDM,,65
Lingman,Lucas Lingman,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234294.png,234294,HJK Helsinki,Finland,1998-01-25,26,7200,6600,5600,CM,CAM,,66
O'Shaughnessy,Daniel O'Shaughnessy,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p221486.png,221486,HJK Helsinki,Finland,1994-09-14,29,5500,5000,4300,CB,,,64
Toivio,Joona Toivio,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p172232.png,172232,HJK Helsinki,Finland,1988-04-04,36,3300,3100,2600,CB,,,63
Mäenpää,Niki Mäenpää,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p135587.png,135587,HJK Helsinki,Finland,1985-01-23,39,2700,2500,2100,GK,,,65
Hudd,Roni Hudd,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74744.png,74744,HJK Helsinki,Finland,2005-01-20,19,2600,2300,2000,ST,,,58
Boamah,Michael Boamah,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71943.png,71943,HJK Helsinki,Finland,2003-04-16,21,2600,2300,2000,CB,,,56
Kujasalo,Niilo Kujasalo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71945.png,71945,HJK Helsinki,Finland,2004-03-17,20,2700,2400,2100,CM,,,53
Sarpei,Hans Nunoo Sarpei,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235647.png,235647,HJK Helsinki,Ghana,1998-08-22,25,7300,6700,5700,CDM,CB,,67
Kanellopoulos,Georgios Kanellopoulos,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273712.png,273712,HJK Helsinki,Greece,2000-01-29,24,3900,3600,3100,CM,,,62
Antzoulas,Georgios Antzoulas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73722.png,73722,HJK Helsinki,Greece,2000-02-04,24,3100,2800,2400,CB,,,60
Atom,Atomu Tanaka,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234293.png,234293,HJK Helsinki,Japan,1987-10-04,36,4200,3900,3300,CAM,LW,CM,64
Nijhuis,Thijmen Nijhuis,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p233725.png,233725,HJK Helsinki,Netherlands,1998-07-25,25,3600,3300,2800,GK,,,63
Erwin,Lee Erwin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p205311.png,205311,HJK Helsinki,Scotland,1994-03-19,30,4900,4500,3800,ST,,,62
Svensson,Nils Svensson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73726.png,73726,HJK Helsinki,Sweden,2002-05-09,22,2800,2600,2200,CB,,,52
Pichler,Benedikt Pichler,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251342.png,251342,Holstein Kiel,Austria,1997-07-20,26,15500,14500,12000,ST,,,70
Gigović,Armin Gigović,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251617.png,251617,Holstein Kiel,Bosnia Herzegovina,2002-04-06,22,7600,7000,5900,CM,CDM,,67
Kleine-Bekel,Colin Kleine-Bekel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276130.png,276130,Holstein Kiel,Germany,2003-01-24,21,6700,6200,5300,CB,,,68
Niehoff,Niklas Niehoff,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276165.png,276165,Holstein Kiel,Germany,2004-08-20,19,2700,2400,2100,ST,RW,,60
Wagbe,Aurel Wagbe,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276118.png,276118,Holstein Kiel,Germany,2004-02-04,20,3000,2800,2300,LM,LW,,59
Remberg,Nicolai Remberg,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276119.png,276119,Holstein Kiel,Germany,2000-06-19,24,9000,8200,7000,CM,CDM,,68
Rosenboom,Lasse Rosenboom,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275754.png,275754,Holstein Kiel,Germany,2002-01-19,22,5200,4700,4000,RB,RM,,65
Harres,Phil Harres,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262946.png,262946,Holstein Kiel,Germany,2002-03-25,22,5100,4700,4000,ST,,,63
Geschwill,Max Geschwill,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260405.png,260405,Holstein Kiel,Germany,2001-07-07,22,5200,4700,4000,CB,,,65
Sterner,Jonas Sterner,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256954.png,256954,Holstein Kiel,Germany,2002-05-13,22,5200,4700,4000,RB,RM,CM,65
Becker,Timo Becker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254245.png,254245,Holstein Kiel,Germany,1997-03-25,27,17000,15500,13500,RB,CB,RM,72
Weiner,Timon Weiner,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244001.png,244001,Holstein Kiel,Germany,1999-01-18,25,11500,10500,9000,GK,,,71
Arp,Jann-Fiete Arp,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239981.png,239981,Holstein Kiel,Germany,2000-01-06,24,9900,9100,7700,ST,RM,,68
Erras,Patrick Erras,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231110.png,231110,Holstein Kiel,Germany,1995-01-21,29,14000,12500,11000,CB,CDM,,70
Porath,Finn Porath,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229472.png,229472,Holstein Kiel,Germany,1997-02-23,27,14500,13000,11000,RM,CM,,70
Engelhardt,Marcel Engelhardt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p228935.png,228935,Holstein Kiel,Germany,1993-04-05,31,4400,4000,3400,GK,,,64
Komenda,Marco Komenda,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p224093.png,224093,Holstein Kiel,Germany,1996-11-26,27,9400,8700,7400,CB,LB,,68
Schulz,Marvin Schulz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p223756.png,223756,Holstein Kiel,Germany,1995-01-15,29,9900,9100,7700,CB,CDM,CM,68
Dähne,Thomas Dähne,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210006.png,210006,Holstein Kiel,Germany,1994-01-04,30,7600,7000,6000,GK,,,68
Skrzybski,Steven Skrzybski,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200473.png,200473,Holstein Kiel,Germany,1992-11-18,31,20500,18500,16000,ST,CAM,,72
Holtby,Lewis Holtby,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p188154.png,188154,Holstein Kiel,Germany,1990-09-18,33,23000,21500,18000,CM,CDM,CAM,74
Kelati,Andu Kelati,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73149.png,73149,Holstein Kiel,Germany,2002-08-13,21,3600,3300,2800,LW,LM,,61
Machino,Shuto Machino,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p245622.png,245622,Holstein Kiel,Japan,1999-09-30,24,11500,10500,9100,ST,,,69
Knudsen,Magnus Knudsen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248175.png,248175,Holstein Kiel,Norway,2001-06-15,23,9000,8200,7000,CM,CDM,LM,68
Puchacz,Tymoteusz Puchacz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238662.png,238662,Holstein Kiel,Poland,1999-01-23,25,12500,11500,9800,LB,LM,,70
Ivezić,Marko Ivezić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276167.png,276167,Holstein Kiel,Serbia,2001-12-02,22,8100,7400,6300,CB,CDM,,68
Javorček,Dominik Javorček,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74877.png,74877,Holstein Kiel,Slovakia,2002-11-02,21,3900,3600,3000,LB,CB,,64
Bernhardsson,Alexander Bernhardsson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p255459.png,255459,Holstein Kiel,Sweden,1998-09-08,25,9900,9100,7700,RM,RW,ST,68
Johansson,Carl Johansson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p219694.png,219694,Holstein Kiel,Sweden,1994-05-23,30,9400,8700,7400,CB,,,68
Escobar,Franco Escobar,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p222587.png,222587,Houston Dynamo,Argentina,1995-02-21,29,3700,3400,2900,RB,LB,,68
E.Ponce,Ezequiel Ponce,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p220715.png,220715,Houston Dynamo,Argentina,1997-03-29,27,10000,9400,8000,ST,,,75
Smith,Brad Smith,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210389.png,210389,Houston Dynamo,Australia,1994-04-09,30,2200,2000,1700,LM,LB,,64
Micael,Micael,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274396.png,274396,Houston Dynamo,Brazil,2000-08-12,23,1900,1800,1500,CB,,,65
Artur,Artur,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234122.png,234122,Houston Dynamo,Brazil,1996-03-11,28,6700,6200,5300,CDM,CM,,72
Nelson Jr.,Nelson Quiñónes,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270955.png,270955,Houston Dynamo,Colombia,2002-08-20,21,1500,1400,1200,LM,RM,,63
Sviatchenko,Erik Sviatchenko,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p199745.png,199745,Houston Dynamo,Denmark,1991-10-04,32,7300,6700,5700,CB,,,73
Valdez,Xavier Valdez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272887.png,272887,Houston Dynamo,Dominican Republic,2003-11-23,20,650,600,550,GK,,,54
J. Valverde,Jefferson Valverde,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273671.png,273671,Houston Dynamo,Ecuador,1999-05-04,25,3100,2900,2500,CM,,,67
Ennali,Lawrence Ennali,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263068.png,263068,Houston Dynamo,Germany,2002-03-07,22,2500,2200,1900,LM,RM,,66
Blessing,Latif Blessing,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237153.png,237153,Houston Dynamo,Ghana,1996-12-30,27,3900,3600,3000,CM,CDM,RM,68
Gyamfi,Stephen Annor Gyamfi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73768.png,73768,Houston Dynamo,Ghana,2003-05-19,21,1500,1300,1100,ST,,,62
Exon Arzú,Exon Arzú,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74620.png,74620,Houston Dynamo,Honduras,2004-05-19,20,1100,1000,850,ST,RW,RM,50
H. Herrera,Héctor Herrera,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p156519.png,156519,Houston Dynamo,Mexico,1990-04-19,34,11500,10500,8800,CM,CDM,,78
Bassi,Amine Bassi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238504.png,238504,Houston Dynamo,Morocco,1997-11-27,26,4600,4200,3600,CAM,LW,RW,69
Aliyu,Ibrahim Aliyu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275221.png,275221,Houston Dynamo,Nigeria,2002-01-16,22,1900,1800,1500,ST,LW,,63
Carrasquilla,Adalberto Carrasquilla,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243544.png,243544,Houston Dynamo,Panama,1998-11-28,25,6000,5500,4600,CM,RM,,71
Sebas,Sebastián Ferreira,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244832.png,244832,Houston Dynamo,Paraguay,1998-02-13,26,5900,5400,4600,ST,,,70
Kowalczyk,Sebastian Kowalczyk,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238775.png,238775,Houston Dynamo,Poland,1998-08-22,25,3700,3400,2900,CAM,ST,CM,68
Sylla,Ousmane Sylla,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73840.png,73840,Houston Dynamo,Senegal,2001-08-07,22,1100,1000,900,CM,,,47
Greguš,Ján Greguš,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p194063.png,194063,Houston Dynamo,Slovakia,1991-01-29,33,3000,2800,2300,CDM,CM,,67
Segal,Gabriel Segal,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273553.png,273553,Houston Dynamo,United States,2001-05-17,23,1300,1200,1100,ST,,,52
Raines,Brooklyn Raines,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269005.png,269005,Houston Dynamo,United States,2005-03-11,19,800,750,600,CM,RW,,54
Bartlow,Ethan Bartlow,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261763.png,261763,Houston Dynamo,United States,2000-02-02,24,1700,1600,1400,CB,,,64
Schmitt,Tate Schmitt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247322.png,247322,Houston Dynamo,United States,1997-05-28,27,1500,1400,1200,LB,LM,,61
Dorsey,Griffin Dorsey,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246849.png,246849,Houston Dynamo,United States,1999-03-05,25,1900,1800,1500,RB,RM,,64
Gaines,McKinze Gaines,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239826.png,239826,Houston Dynamo,United States,1998-03-02,26,1800,1600,1400,RM,LM,,62
Tarbell,Andrew Tarbell,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p232082.png,232082,Houston Dynamo,United States,1993-10-07,30,1500,1400,1200,GK,,,63
Steres,Daniel Steres,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p209761.png,209761,Houston Dynamo,United States,1990-11-11,33,2000,1900,1600,LB,RB,CB,64
Clark,Steve Clark,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p198355.png,198355,Houston Dynamo,United States,1986-04-14,38,2600,2400,2000,GK,,,70
Sargeant,Kieran Sargeant,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70074.png,70074,Houston Dynamo,United States,2003-05-14,21,850,750,650,RB,,,50
Vega,Franco Vega,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274015.png,274015,Huachipato,Argentina,2001-09-09,22,3400,3100,2700,CM,,,62
Brea,Julián Brea,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p265640.png,265640,Huachipato,Argentina,1999-10-10,24,5300,4900,4100,RW,LW,,65
González,Imanol González,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237159.png,237159,Huachipato,Argentina,1998-01-06,26,5000,4600,3900,CB,,,65
Sáez,Sebastián Sáez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p213619.png,213619,Huachipato,Argentina,1985-01-24,39,5800,5300,4500,ST,,,67
Malanca,Renzo Malanca,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71333.png,71333,Huachipato,Argentina,2003-05-06,21,4100,3800,3200,CB,,,66
Pino,Sebastián Pino,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273118.png,273118,Huachipato,Chile,2003-01-28,21,2400,2200,1900,CB,,,61
León,Maicol León,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261574.png,261574,Huachipato,Chile,2003-06-09,21,3300,3000,2600,CM,RB,,63
Conelli,Vicente Conelli,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261067.png,261067,Huachipato,Chile,2003-01-07,21,3000,2800,2400,ST,,,61
J.Gutiérrez,Joaquín Gutiérrez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256551.png,256551,Huachipato,Chile,2002-07-04,21,2400,2200,1900,RB,,,61
Parra,Martín Parra,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256220.png,256220,Huachipato,Chile,2000-09-01,23,2700,2500,2100,GK,,,63
Díaz,Leandro Díaz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p255399.png,255399,Huachipato,Chile,1999-03-16,25,4300,4000,3400,LB,LM,,64
Gazzolo,Benjamín Gazzolo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254989.png,254989,Huachipato,Chile,1997-07-14,26,7900,7300,6200,CB,,,68
Rodríguez,Maximiliano Rodríguez Vejar,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252534.png,252534,Huachipato,Chile,2000-05-31,24,7100,6500,5500,ST,,,67
Castillo,Antonio Castillo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251685.png,251685,Huachipato,Chile,1998-11-15,25,3400,3100,2700,LB,,,62
Villanueva,Carlo Villanueva,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236906.png,236906,Huachipato,Chile,1999-07-01,25,4300,3900,3300,CAM,CM,,63
Briceño,Mario Briceño,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235311.png,235311,Huachipato,Chile,1996-06-20,28,4500,4100,3500,RW,LW,,62
J. Martinez,Jimmy Martinez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p226556.png,226556,Huachipato,Chile,1997-01-26,27,6300,5800,4900,CM,,,66
Vargas,Jeisson Vargas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p226266.png,226266,Huachipato,Chile,1997-09-15,26,4500,4100,3500,CAM,LW,,63
Cerda,Fabián Cerda,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p214908.png,214908,Huachipato,Chile,1989-02-07,35,1800,1600,1400,GK,,,61
Sepúlveda,Claudio Sepúlveda,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p214915.png,214915,Huachipato,Chile,1992-06-19,32,5800,5300,4500,CDM,CM,,66
Mellado,Benjamín Mellado,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74687.png,74687,Huachipato,Chile,2003-11-15,20,2200,2000,1700,CB,,,57
Oyarzún,Dylan Oyarzún,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71896.png,71896,Huachipato,Chile,2003-02-03,21,2600,2400,2000,ST,,,55
Mella,Sebastián Mella,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71739.png,71739,Huachipato,Chile,2005-07-31,18,250,250,200,GK,,,52
Gutiérrez,Maximiliano Gutiérrez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71740.png,71740,Huachipato,Chile,2004-05-03,20,3600,3300,2800,RB,RM,RW,65
Cárcamo,Nicolás Cárcamo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71741.png,71741,Huachipato,Chile,2005-02-01,19,1800,1600,1400,CM,,,54
C. Martínez,Cris Martínez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229466.png,229466,Huachipato,Paraguay,1993-04-24,31,13000,12000,10500,LW,ST,,70
Silva,Santiago Silva,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273659.png,273659,Huachipato,Uruguay,2004-08-01,19,4200,3800,3200,CM,CDM,,67
Montes,Gonzalo Montes,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257211.png,257211,Huachipato,Uruguay,1994-12-22,29,16500,15000,13000,CM,CDM,,72
Vecino,Thiago Vecino,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253292.png,253292,Huachipato,Uruguay,1999-02-25,25,6600,6000,5100,ST,,,66
B. Palmezano,Brayan Palmezano,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247352.png,247352,Huachipato,Venezuela,2000-09-17,23,6400,5900,5000,CAM,RW,,67
Cano,Lucas Cano,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p214673.png,214673,Huancayo,Argentina,1995-05-09,29,6700,6100,5200,ST,,,66
Pérez García,Matías Pérez García,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p186745.png,186745,Huancayo,Argentina,1984-10-13,39,9100,8300,7100,CAM,LM,RM,71
Gutieri,Guti,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p203257.png,203257,Huancayo,Brazil,1991-06-29,33,7400,6800,5800,CB,,,68
Otávio Gut,Otávio Gut,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71085.png,71085,Huancayo,Brazil,1996-06-19,28,5600,5200,4400,CB,CDM,,66
Ross,Carlos Ross,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p217989.png,217989,Huancayo,Chile,1990-11-23,33,8800,8100,6900,RW,LW,RM,68
Ray,Ray Gómez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273769.png,273769,Huancayo,Peru,1993-12-29,30,8100,7400,6300,CAM,CM,,68
Ccorahua,Aldair Ccorahua,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p268006.png,268006,Huancayo,Peru,2001-06-21,23,1900,1800,1500,GK,,,59
Garro,Luis Garro,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p265740.png,265740,Huancayo,Peru,1996-07-20,27,6300,5800,4900,RB,RM,,67
Benítes,Luis Benítes,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259781.png,259781,Huancayo,Peru,1996-07-08,27,11500,10500,8800,LM,LW,CAM,70
Zamudio,Ángel Zamudio,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259937.png,259937,Huancayo,Peru,1997-04-21,27,5100,4700,4000,GK,,,67
Minaya,Diego Minaya,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259948.png,259948,Huancayo,Peru,1990-05-01,34,4300,3900,3300,CB,CM,,64
Ángeles,Hugo Ángeles,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p255729.png,255729,Huancayo,Peru,1993-12-18,30,5400,4900,4200,LB,,,66
Núñez,Javier Núñez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254418.png,254418,Huancayo,Peru,1997-01-23,27,5100,4700,4000,LW,RW,,64
Huaccha,Ronal Huaccha,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254456.png,254456,Huancayo,Peru,1993-12-20,30,5600,5100,4400,ST,RW,,65
Pérez,Angel Pérez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253533.png,253533,Huancayo,Peru,1989-10-07,34,6300,5800,4900,RB,,,67
Lliuya,Marcos Lliuya,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253581.png,253581,Huancayo,Peru,1992-03-27,32,11500,10500,8800,CAM,RW,LW,70
R. Salcedo,Ricardo Salcedo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253613.png,253613,Huancayo,Peru,1990-03-23,34,6300,5800,4900,CDM,CM,,67
Pinto,Joel Pinto,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253638.png,253638,Huancayo,Peru,1980-06-05,44,1800,1700,1400,GK,,,63
Rossi,Jesús Rossi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72248.png,72248,Huancayo,Peru,2003-04-01,21,1500,1400,1200,GK,,,57
Torres,Luis Alejandro Torres,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72383.png,72383,Huancayo,Peru,2004-07-24,19,1400,1300,1100,RB,,,51
Cumbicus,Jhan Cumbicus,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71732.png,71732,Huancayo,Peru,2001-01-23,23,2500,2300,1900,CB,,,56
